"Variables ->","GDP","CPI_U","CPIF_U","CPIE_U","CPIXFE_U","S","RS","GDP_RW_U","CPI_RW","RS_RW","D4L_CPI_TAR","WOIL_U","WFOOD_U","w_CPIF","w_CPIE","EMBI","UNEM","CPI","CPIF","CPIE","CPIXFE","GDP_RW","WOIL","WFOOD","L_CPI","L_CPIE","L_CPIE_U","L_CPIF","L_CPIF_U","L_CPIXFE","L_CPIXFE_U","L_CPI_RW","L_CPI_U","L_EMBI","L_GDP","L_GDP_RW","L_GDP_RW_U","L_S","L_WFOOD","L_WFOOD_U","L_WOIL","L_WOIL_U","L_w_CPIE","L_w_CPIF","L_Z","DLA_CPI","DLA_CPIE","DLA_CPIE_U","DLA_CPIF","DLA_CPIF_U","DLA_CPIXFE","DLA_CPIXFE_U","DLA_CPI_RW","DLA_CPI_U","DLA_EMBI","DLA_GDP","DLA_GDP_RW","DLA_GDP_RW_U","DLA_S","DLA_WFOOD","DLA_WFOOD_U","DLA_WOIL","DLA_WOIL_U","DLA_w_CPIE","DLA_w_CPIF","DLA_Z","D4L_CPI","D4L_CPIE","D4L_CPIE_U","D4L_CPIF","D4L_CPIF_U","D4L_CPIXFE","D4L_CPIXFE_U","D4L_CPI_RW","D4L_CPI_U","D4L_EMBI","D4L_GDP","D4L_GDP_RW","D4L_GDP_RW_U","D4L_S","D4L_WFOOD","D4L_WFOOD_U","D4L_WOIL","D4L_WOIL_U","D4L_w_CPIE","D4L_w_CPIF","D4L_Z","RR","RR_RW","RR_BAR","RR_GAP","L_Z_BAR","L_Z_GAP","RR_RW_BAR","RR_RW_GAP","DLA_Z_BAR","L_GDP_GAP","L_GDP_BAR","DLA_GDP_BAR","L_GDP_RW_BAR_PURE","L_GDP_RW_GAP_PURE","L_GDP_RW_BAR","L_GDP_RW_GAP"
"2020Q3",2.02974903e+05,1.05294359e+02,1.10687234e+02,1.05152953e+02,1.04130493e+02,3.73015359e+03,2.25000000e+00,9.83808003e+01,1.03024736e+02,9.33333330e-02,3.00000000e+00,6.34408292e+01,1.10551033e+02,1.50504252e-01,1.73159897e-01,2.56075758e+00,1.82000000e+01,1.05465616e+02,1.10745349e+02,1.05451131e+02,1.04222525e+02,9.84273996e+01,6.53326588e+01,1.14258298e+02,4.65838498e+02,4.65824763e+02,4.65541599e+02,4.70723341e+02,4.70670851e+02,4.64652827e+02,4.64564485e+02,4.63496911e+02,4.65675985e+02,9.40303143e+01,1.22208376e+03,4.58931922e+02,4.58884567e+02,8.22420469e+02,4.73846166e+02,4.70547725e+02,4.17949205e+02,4.15010765e+02,-1.75353985e+02,-1.89376394e+02,8.20078882e+02,3.18388983e+00,7.32576977e+00,5.63931610e+00,-4.97241319e-01,-5.20518306e+00,2.50599491e+00,1.65648721e+00,4.59681881e+00,1.24705134e+00,-1.10190643e+02,4.04675962e+01,3.38677050e+01,3.74009532e+01,-1.22198316e+01,4.97712694e+01,2.98376487e+01,1.27713990e+02,1.04732560e+02,0.00000000e+00,0.00000000e+00,-1.08069026e+01,1.90308852e+00,1.17325460e+00,1.18655365e+00,3.94727956e+00,4.05104456e+00,1.58110433e+00,1.65426422e+00,1.39092697e+00,1.94831951e+00,3.60714977e+01,-8.86697746e+00,-1.21803471e+00,-1.35076897e+00,1.10996440e+01,1.25118607e+01,1.22215798e+01,-3.53145524e+01,-3.58441102e+01,0.00000000e+00,0.00000000e+00,1.05874824e+01,3.46911479e-01,-1.29759364e+00,-5.04949209e-01,8.51860688e-01,8.17071836e+02,3.00704592e+00,-2.10239426e+00,8.04800622e-01,5.86128208e+00,-8.47192060e+00,1.23348504e+03,3.07674118e+00,4.60934000e+02,-2.00207791e+00,4.60934000e+02,-2.00207791e+00
"2020Q4",2.14633610e+05,1.05476018e+02,1.10875933e+02,1.05583655e+02,1.04246823e+02,3.66158891e+03,1.75000000e+00,1.03060613e+02,1.03568784e+02,9.00000000e-02,3.00000000e+00,6.63780792e+01,1.24706041e+02,1.50504252e-01,1.73159897e-01,2.22575758e+00,1.54700000e+01,1.06076720e+02,1.12329446e+02,1.06155569e+02,1.04571712e+02,9.96195849e+01,6.80230496e+01,1.24711325e+02,4.66416261e+02,4.66490565e+02,4.65950358e+02,4.72143603e+02,4.70841186e+02,4.64987307e+02,4.64676139e+02,4.64023597e+02,4.65848361e+02,8.00097341e+01,1.22766877e+03,4.60135878e+02,4.63531729e+02,8.20565246e+02,4.82600167e+02,4.82595930e+02,4.21984661e+02,4.19536687e+02,-1.75353985e+02,-1.89376394e+02,8.18172583e+02,2.31104905e+00,2.66320935e+00,1.63503476e+00,5.68105059e+00,6.81337599e-01,1.33791853e+00,4.46614880e-01,2.10674472e+00,6.89503895e-01,-5.60823206e+01,2.23400372e+01,4.81582566e+00,1.85886489e+01,-7.42089060e+00,3.50160034e+01,4.81928187e+01,1.61418268e+01,1.81036884e+01,0.00000000e+00,0.00000000e+00,-7.62519493e+00,1.61041698e+00,7.01240810e-01,7.31476663e-01,4.71830253e+00,4.68547783e+00,1.12847172e+00,1.10474600e+00,1.27005496e+00,1.59761946e+00,2.28433215e+01,-3.63481121e+00,2.95687136e-01,2.55076099e-01,7.28552258e+00,1.52062740e+01,1.52416299e+01,-3.09314876e+01,-3.20550835e+01,0.00000000e+00,0.00000000e+00,6.94516056e+00,1.39583017e-01,-1.18005496e+00,-7.54255989e-01,8.93839006e-01,8.18547645e+02,-3.75061786e-01,-2.26870590e+00,1.08865094e+00,5.90323588e+00,-6.78853920e+00,1.23433735e+03,3.40923356e+00,4.61621266e+02,-1.48538792e+00,4.61621266e+02,-1.48538792e+00
"2021Q1",2.21699323e+05,1.07123874e+02,1.14279436e+02,1.08640745e+02,1.05143196e+02,3.55281011e+03,1.75000000e+00,9.84059389e+01,1.04940388e+02,8.00000000e-02,3.00000000e+00,8.95335453e+01,1.33964049e+02,1.50504252e-01,1.73159897e-01,2.18140625e+00,1.46700000e+01,1.06682223e+02,1.14067079e+02,1.07872506e+02,1.04851775e+02,1.00648220e+02,8.74396433e+01,1.31736116e+02,4.66985453e+02,4.68095003e+02,4.68804652e+02,4.73678669e+02,4.73864664e+02,4.65254768e+02,4.65532319e+02,4.65339246e+02,4.67398587e+02,7.79969738e+01,1.23090773e+03,4.61163147e+02,4.58910116e+02,8.17549415e+02,4.88080080e+02,4.89757147e+02,4.47094876e+02,4.49461336e+02,-1.75353985e+02,-1.89376394e+02,8.15903207e+02,2.27677123e+00,6.41775188e+00,1.14171781e+01,6.14026254e+00,1.20939132e+01,1.06984494e+00,3.42472322e+00,5.26259433e+00,6.20090362e+00,-8.05104145e+00,1.29558514e+01,4.10907529e+00,-1.84864524e+01,-1.20633246e+01,2.19196529e+01,2.86448693e+01,1.00440860e+02,1.19698597e+02,0.00000000e+00,0.00000000e+00,-9.07750152e+00,1.49090002e+00,1.49121008e+00,1.50631549e+00,3.89923444e+00,3.84554300e+00,9.31315193e-01,9.32183122e-01,2.62365651e+00,1.49531494e+00,-5.36080582e+00,1.65482816e+00,3.67077471e+00,4.09937354e+00,4.80519387e-01,2.67269185e+01,2.69942663e+01,1.72629980e+01,1.80842345e+01,0.00000000e+00,0.00000000e+00,1.61327588e+00,2.59099979e-01,-2.54365651e+00,-1.01828857e+00,1.27738855e+00,8.20035029e+02,-4.13182165e+00,-2.42429937e+00,-1.19357145e-01,5.94953794e+00,-3.46448693e+00,1.23527084e+03,3.73398543e+00,4.62327292e+02,-1.16414513e+00,4.62327292e+02,-1.16414513e+00
"2021Q2",2.16791642e+05,1.08781887e+02,1.21686001e+02,1.09826200e+02,1.05642978e+02,3.69099132e+03,1.75000000e+00,1.01638730e+02,1.07287241e+02,7.00000000e-02,3.00000000e+00,1.01018533e+02,1.43338542e+02,1.50504252e-01,1.73159897e-01,2.33430769e+00,1.53000000e+01,1.08463618e+02,1.20326821e+02,1.09743634e+02,1.05544144e+02,1.02822582e+02,9.75047390e+01,1.41024700e+02,4.68641480e+02,4.69814704e+02,4.69889912e+02,4.79021155e+02,4.80144396e+02,4.65912929e+02,4.66006528e+02,4.67550973e+02,4.68934485e+02,8.47715356e+01,1.22866920e+03,4.63300500e+02,4.62142467e+02,8.21365035e+02,4.94893505e+02,4.96520926e+02,4.57990098e+02,4.61530400e+02,-1.75353985e+02,-1.89376394e+02,8.20274529e+02,6.62410546e+00,6.87880505e+00,4.34103909e+00,2.13699419e+01,2.51189290e+01,2.63264225e+00,1.89683347e+00,8.84690980e+00,6.14359109e+00,2.70982471e+01,-8.95413830e+00,8.54941061e+00,1.29294033e+01,1.52624805e+01,2.72537003e+01,2.70551139e+01,4.35808872e+01,4.82762539e+01,0.00000000e+00,0.00000000e+00,1.74852848e+01,3.59895389e+00,5.82138401e+00,5.75814201e+00,8.17350342e+00,8.17224920e+00,1.88660016e+00,1.85616469e+00,5.20326691e+00,3.57026249e+00,-3.68064395e+01,1.67023366e+01,1.28355041e+01,1.26081383e+01,-4.11039159e+00,3.34901565e+01,3.34326126e+01,7.19693910e+01,7.27027748e+01,0.00000000e+00,0.00000000e+00,-2.50607857e+00,-1.84895389e+00,-5.13326691e+00,-1.29415495e+00,-5.54798949e-01,8.21534842e+02,-1.26031310e+00,-2.56215813e+00,-2.57110878e+00,5.99925061e+00,-1.95291265e-01,1.23628184e+03,4.04399617e+00,4.63048327e+02,2.52172624e-01,4.63048327e+02,2.52172624e-01
"2021Q3",2.30740514e+05,1.10043318e+02,1.24409611e+02,1.11394776e+02,1.06500395e+02,3.84429109e+03,1.75000000e+00,1.04202471e+02,1.08577673e+02,9.00000000e-02,3.00000000e+00,1.07178910e+02,1.41519747e+02,1.50504252e-01,1.73159897e-01,2.75500000e+00,1.26300000e+01,1.10185717e+02,1.24422513e+02,1.11671297e+02,1.06538440e+02,1.04365838e+02,1.10684765e+02,1.46405967e+02,4.70216728e+02,4.71555970e+02,4.71308044e+02,4.82368314e+02,4.82357943e+02,4.66850586e+02,4.66814869e+02,4.68746580e+02,4.70087409e+02,1.01341744e+02,1.23490490e+03,4.64790240e+02,4.64633585e+02,8.25434449e+02,4.98638336e+02,4.95243926e+02,4.70668621e+02,4.67449949e+02,-1.75353985e+02,-1.89376394e+02,8.23964302e+02,6.30099155e+00,6.96506400e+00,5.67252677e+00,1.33886361e+01,8.85418831e+00,3.75062959e+00,3.23336528e+00,4.78242710e+00,4.61169861e+00,6.62808348e+01,2.49428173e+01,5.95896092e+00,9.96447227e+00,1.62776565e+01,1.49793227e+01,-5.10799787e+00,5.07140900e+01,2.36781970e+01,0.00000000e+00,0.00000000e+00,1.47590920e+01,4.37822932e+00,5.73120757e+00,5.76644467e+00,1.16449728e+01,1.16870920e+01,2.19775883e+00,2.25038421e+00,5.24966899e+00,4.41142431e+00,7.31142998e+00,1.28211419e+01,5.85831812e+00,5.74901801e+00,3.01398043e+00,2.47921699e+01,2.46962010e+01,5.27194161e+01,5.24391841e+01,0.00000000e+00,0.00000000e+00,3.88542010e+00,-2.62822932e+00,-5.15966899e+00,-1.57816477e+00,-1.05006455e+00,8.23045353e+02,9.18948820e-01,-2.67534024e+00,-2.48432875e+00,6.04204434e+00,1.84399540e+00,1.23736504e+03,4.33278720e+00,4.63779892e+02,1.01034743e+00,4.63779892e+02,1.01034743e+00
"2021Q4",2.37339429e+05,1.11406584e+02,1.29984769e+02,1.13079009e+02,1.06844217e+02,3.87955522e+03,2.39130000e+00,1.09056138e+02,1.10918587e+02,8.00000000e-02,3.00000000e+00,1.16599620e+02,1.47905513e+02,1.50504252e-01,1.73159897e-01,3.19287879e+00,1.26300000e+01,1.12057355e+02,1.31649956e+02,1.13680204e+02,1.07208428e+02,1.05500451e+02,1.21276455e+02,1.48114549e+02,4.71901084e+02,4.73338927e+02,4.72808677e+02,4.88014655e+02,4.86741728e+02,4.67477486e+02,4.67137186e+02,4.70879648e+02,4.71318643e+02,1.16092295e+02,1.23772466e+03,4.65871523e+02,4.69186278e+02,8.26347579e+02,4.99798595e+02,4.99657364e+02,4.79807269e+02,4.75874602e+02,-1.75353985e+02,-1.89376394e+02,8.25326143e+02,6.73742424e+00,7.13182818e+00,6.00253327e+00,2.25853666e+01,1.75351387e+01,2.50760005e+00,1.28926771e+00,8.53227133e+00,4.92493626e+00,5.90022034e+01,1.12790187e+01,4.32513116e+00,1.82107740e+01,3.65251960e+00,4.64103747e+00,1.76537520e+01,3.65545932e+01,3.36986112e+01,0.00000000e+00,0.00000000e+00,5.44736669e+00,5.48482312e+00,6.84836228e+00,6.85831930e+00,1.58710518e+01,1.59005423e+01,2.49017921e+00,2.46104742e+00,6.85605064e+00,5.47028240e+00,3.60825610e+01,1.00558873e+01,5.73564449e+00,5.65454929e+00,5.78233298e+00,1.71984284e+01,1.70614343e+01,5.78226077e+01,5.63379148e+01,0.00000000e+00,0.00000000e+00,7.15356050e+00,-3.09352312e+00,-6.77605064e+00,-1.86697443e+00,-1.22654870e+00,8.24564045e+02,7.62098405e-01,-2.75851070e+00,-4.01753994e+00,6.07476835e+00,2.53823727e+00,1.23851368e+03,4.59456867e+00,4.64517668e+02,1.35385501e+00,4.64517668e+02,1.35385501e+00
"2022Q1",2.40577484e+05,1.16259265e+02,1.43266724e+02,1.17678890e+02,1.09885864e+02,3.91348667e+03,3.66667000e+00,1.05607739e+02,1.13920753e+02,1.20000000e-01,3.00000000e+00,1.43292184e+02,1.82805552e+02,1.50504252e-01,1.73159897e-01,3.63593750e+00,1.20000000e+01,1.15769793e+02,1.43073832e+02,1.16848968e+02,1.09576496e+02,1.07658721e+02,1.38484719e+02,1.79451764e+02,4.75160368e+02,4.76088223e+02,4.76795964e+02,4.96336081e+02,4.96470810e+02,4.69662290e+02,4.69944223e+02,4.73550305e+02,4.75582274e+02,1.29086699e+02,1.23907975e+03,4.67896624e+02,4.65973166e+02,8.27218399e+02,5.18990645e+02,5.20842303e+02,4.93075998e+02,4.96488579e+02,-1.75353985e+02,-1.89376394e+02,8.25608336e+02,1.30371360e+01,1.09971816e+01,1.59491503e+01,3.32857015e+01,3.89163269e+01,8.73921368e+00,1.12281477e+01,1.06826300e+01,1.70545234e+01,5.19776143e+01,5.42036301e+00,8.10040418e+00,-1.28524497e+01,3.48327802e+00,7.67681981e+01,8.47397545e+01,5.30749177e+01,8.24559100e+01,0.00000000e+00,0.00000000e+00,1.12877202e+00,8.17491431e+00,7.99321971e+00,7.99131235e+00,2.26574115e+01,2.26061457e+01,4.40752139e+00,4.41190355e+00,8.21105956e+00,8.18368734e+00,5.10897249e+01,8.17201517e+00,6.73347672e+00,7.06304995e+00,9.66898364e+00,3.09105647e+01,3.10851556e+01,4.59811220e+01,4.70272430e+01,0.00000000e+00,0.00000000e+00,9.70512889e+00,-4.50824431e+00,-8.09105956e+00,-2.15789659e+00,-2.35034772e+00,8.26088975e+02,-4.80638590e-01,-2.80788722e+00,-5.28317233e+00,6.09972000e+00,2.53994295e+00,1.23971978e+03,4.82438401e+00,4.65257963e+02,2.63866031e+00,4.65257963e+02,2.63866031e+00
"2022Q2",2.44115505e+05,1.19305266e+02,1.50463966e+02,1.20585205e+02,1.12043858e+02,3.91542769e+03,5.65934000e+00,1.05770202e+02,1.17050380e+02,7.70000000e-01,3.00000000e+00,1.63887074e+02,1.76003641e+02,1.50504252e-01,1.73159897e-01,3.72584615e+00,1.11700000e+01,1.18971751e+02,1.48806477e+02,1.20535760e+02,1.11953541e+02,1.07116785e+02,1.57593772e+02,1.73131384e+02,4.77888608e+02,4.79194648e+02,4.79235660e+02,5.00264665e+02,5.01372363e+02,4.71808397e+02,4.71889038e+02,4.76260444e+02,4.78168547e+02,1.31529398e+02,1.24053968e+03,4.67391969e+02,4.66126884e+02,8.27267985e+02,5.15405075e+02,5.17050468e+02,5.06002066e+02,5.09917762e+02,-1.75353985e+02,-1.89376394e+02,8.25639820e+02,1.09129620e+01,1.24256992e+01,9.75878151e+00,1.57143364e+01,1.96062124e+01,8.58442972e+00,7.77926021e+00,1.08405542e+01,1.03450915e+01,9.77079781e+00,5.83971119e+00,-2.01861912e+00,6.14873362e-01,1.98344235e-01,-1.43422794e+01,-1.51673384e+01,5.17042703e+01,5.37167305e+01,0.00000000e+00,0.00000000e+00,1.25936422e-01,9.24712845e+00,9.37994325e+00,9.34574796e+00,2.12435101e+01,2.12279666e+01,5.89546826e+00,5.88251024e+00,8.70947066e+00,9.23406244e+00,4.67578626e+01,1.18704775e+01,4.09146928e+00,3.98441746e+00,5.90294958e+00,2.05115697e+01,2.05295426e+01,4.80119678e+01,4.83873622e+01,0.00000000e+00,0.00000000e+00,5.36529179e+00,-3.58778845e+00,-7.93947066e+00,-2.44901055e+00,-1.13877790e+00,8.27618676e+02,-1.97885562e+00,-2.82219847e+00,-5.11727219e+00,6.11880455e+00,2.52748082e+00,1.24097433e+03,5.01822843e+00,4.65997936e+02,1.39403236e+00,4.65997936e+02,1.39403236e+00
"2022Q3",2.46196876e+05,1.22632148e+02,1.57532998e+02,1.24159205e+02,1.14474734e+02,4.37495783e+03,8.49456522e+00,1.06806500e+02,1.17481043e+02,2.20166667e+00,3.00000000e+00,1.44037815e+02,1.57635223e+02,1.50504252e-01,1.73159897e-01,4.13949594e+00,1.07700000e+01,1.22774822e+02,1.57511761e+02,1.24416863e+02,1.14483557e+02,1.07043584e+02,1.48889955e+02,1.62908001e+02,4.81035196e+02,4.82363773e+02,4.82156466e+02,5.05950013e+02,5.05963494e+02,4.74043121e+02,4.74035413e+02,4.76627698e+02,4.80918921e+02,1.42057403e+02,1.24138868e+03,4.67323607e+02,4.67101879e+02,8.38365216e+02,5.09318563e+02,5.06028365e+02,5.00320748e+02,4.97007587e+02,-1.75353985e+02,-1.89376394e+02,8.33957718e+02,1.25863511e+01,1.26764997e+01,1.16832236e+01,2.27413931e+01,1.83645264e+01,8.93889388e+00,8.58550217e+00,1.46901658e+00,1.10014945e+01,4.21120180e+01,3.39601166e+00,-2.73445633e-01,3.89997887e+00,4.43889256e+01,-2.43460482e+01,-4.40884135e+01,-2.27252736e+01,-5.16406998e+01,0.00000000e+00,0.00000000e+00,3.32715911e+01,1.08184683e+01,1.08078022e+01,1.08484222e+01,2.35816994e+01,2.36055511e+01,7.19253433e+00,7.22054446e+00,7.88111803e+00,1.08315114e+01,4.07156584e+01,6.48377614e+00,2.53336764e+00,2.46829411e+00,1.29307669e+01,1.06802270e+01,1.07844387e+01,2.96521269e+01,2.95576380e+01,0.00000000e+00,0.00000000e+00,9.99341655e+00,-2.32390312e+00,-5.67945136e+00,-2.73986452e+00,4.15961406e-01,8.29151381e+02,4.80633704e+00,-2.80347510e+00,-2.87597626e+00,6.13082039e+00,2.67226309e+00,1.24226762e+03,5.17313803e+00,4.66736393e+02,5.87214310e-01,4.66736393e+02,5.87214310e-01
"2022Q4",2.47923370e+05,NaN,1.60377002e+02,1.26876468e+02,NaN,4.40254667e+03,NaN,1.10458561e+02,1.18904725e+02,3.66505376e+00,3.00000000e+00,1.34946732e+02,1.59231799e+02,1.50504252e-01,1.73159897e-01,3.76176463e+00,NaN,NaN,1.62385641e+02,1.27567596e+02,NaN,1.06966888e+02,1.41872018e+02,1.60010400e+02,NaN,4.84864639e+02,4.84321392e+02,5.08997401e+02,5.07752731e+02,NaN,NaN,4.77832254e+02,NaN,1.32488816e+02,1.24208750e+03,4.67251933e+02,4.70464044e+02,8.38993844e+02,5.07523881e+02,5.07036100e+02,4.95492537e+02,4.90488012e+02,-1.75353985e+02,-1.89376394e+02,NaN,NaN,1.00034650e+01,8.65970606e+00,1.21895501e+01,7.15694473e+00,NaN,NaN,4.81822448e+00,NaN,-3.82743456e+01,2.79527397e+00,-2.86697259e-01,1.34486615e+01,2.51451185e+00,-7.17872673e+00,4.03094017e+00,-1.93128441e+01,-2.60782983e+01,0.00000000e+00,0.00000000e+00,NaN,NaN,1.15257114e+01,1.15127154e+01,2.09827453e+01,2.10110026e+01,NaN,NaN,6.95260631e+00,NaN,1.63965211e+01,4.36283996e+00,1.38041054e+00,1.27776598e+00,1.26462649e+01,7.72528596e+00,7.37873569e+00,1.56852676e+01,1.46134106e+01,0.00000000e+00,0.00000000e+00,NaN,NaN,-3.28755255e+00,NaN,NaN,NaN,NaN,-2.75694605e+00,-5.30606505e-01,NaN,2.68520779e+00,1.24358943e+03,5.28724746e+00,4.67473011e+02,-2.21077454e-01,4.67473011e+02,-2.21077454e-01
"2023Q1",NaN,NaN,1.63432413e+02,1.30415059e+02,NaN,NaN,NaN,1.07155054e+02,1.20528156e+02,4.29166667e+00,3.00000000e+00,1.40996869e+02,1.60215953e+02,1.50504252e-01,1.73159897e-01,3.47261876e+00,NaN,NaN,1.63255267e+02,1.29502511e+02,NaN,1.09038184e+02,1.35385793e+02,1.57033150e+02,NaN,4.86370027e+02,4.87072213e+02,5.09531503e+02,5.09639953e+02,NaN,NaN,4.79188339e+02,NaN,1.24490900e+02,NaN,4.69169813e+02,4.67427689e+02,NaN,5.05645693e+02,5.07652261e+02,4.90812843e+02,4.94873768e+02,-1.75353985e+02,-1.89376394e+02,NaN,NaN,6.02155323e+00,1.10032829e+01,2.13641148e+00,7.54888782e+00,NaN,NaN,5.42433828e+00,NaN,-3.19916667e+01,NaN,7.67151969e+00,-1.21454194e+01,NaN,-7.51275300e+00,2.46464420e+00,-1.87187735e+01,1.75430235e+01,0.00000000e+00,0.00000000e+00,NaN,NaN,1.02818043e+01,1.02762485e+01,1.31954228e+01,1.31691428e+01,NaN,NaN,5.63803338e+00,NaN,-4.59579912e+00,NaN,1.27318942e+00,1.45452356e+00,NaN,-1.33449518e+01,-1.31900419e+01,-2.26315521e+00,-1.61481102e+00,0.00000000e+00,0.00000000e+00,NaN,NaN,-1.34636672e+00,NaN,NaN,NaN,NaN,-2.68963775e+00,1.34327103e+00,NaN,NaN,NaN,NaN,4.68207833e+02,9.61979878e-01,4.68207833e+02,9.61979878e-01
"2023Q2",NaN,NaN,1.66287980e+02,1.31497449e+02,NaN,NaN,NaN,1.07884233e+02,1.21615345e+02,4.32777778e+00,3.00000000e+00,1.37093841e+02,1.62837659e+02,1.50504252e-01,1.73159897e-01,3.24555727e+00,NaN,NaN,1.64473702e+02,1.31453125e+02,NaN,1.09287296e+02,1.31598870e+02,1.59980095e+02,NaN,4.87865032e+02,4.87898745e+02,5.10275069e+02,5.11372110e+02,NaN,NaN,4.80086315e+02,NaN,1.17728707e+02,NaN,4.69398015e+02,4.68105873e+02,NaN,5.07504940e+02,5.09275375e+02,4.87975843e+02,4.92066566e+02,-1.75353985e+02,-1.89376394e+02,NaN,NaN,5.98002134e+00,3.30612927e+00,2.97426283e+00,6.92863108e+00,NaN,NaN,3.59190546e+00,NaN,-2.70487716e+01,NaN,9.12809253e-01,2.71273665e+00,NaN,7.43698962e+00,6.49245491e+00,-1.13480015e+01,-1.12288075e+01,0.00000000e+00,0.00000000e+00,NaN,NaN,8.67038482e+00,8.66308545e+00,1.00104044e+01,9.99974750e+00,NaN,NaN,3.82587120e+00,NaN,-1.38006915e+01,NaN,2.00604651e+00,1.97898938e+00,NaN,-7.90013457e+00,-7.77509355e+00,-1.80262232e+01,-1.78511955e+01,0.00000000e+00,0.00000000e+00,NaN,NaN,5.01906580e-01,NaN,NaN,NaN,NaN,-2.60890827e+00,3.11081485e+00,NaN,NaN,NaN,NaN,4.68940767e+02,4.57248295e-01,4.68940767e+02,4.57248295e-01
"2023Q3",NaN,NaN,1.66738445e+02,1.33326998e+02,NaN,NaN,NaN,1.08963262e+02,1.21122955e+02,4.12500000e+00,3.00000000e+00,1.36118084e+02,1.65898255e+02,1.50504252e-01,1.73159897e-01,3.01849577e+00,NaN,NaN,1.66711406e+02,1.33573842e+02,NaN,1.09228514e+02,1.40622366e+02,1.71517906e+02,NaN,4.89465445e+02,4.89280474e+02,5.11626421e+02,5.11642639e+02,NaN,NaN,4.79680619e+02,NaN,1.10475862e+02,NaN,4.69344215e+02,4.69101078e+02,NaN,5.14468767e+02,5.11137468e+02,4.94607804e+02,4.91352278e+02,-1.75353985e+02,-1.89376394e+02,NaN,NaN,6.40164958e+00,5.52691575e+00,5.40540750e+00,1.08211395e+00,NaN,NaN,-1.62278594e+00,NaN,-2.90113791e+01,NaN,-2.15201742e-01,3.98081797e+00,NaN,2.78553067e+01,7.44837228e+00,2.65278449e+01,-2.85715507e+00,0.00000000e+00,0.00000000e+00,NaN,NaN,7.10167228e+00,7.12400850e+00,5.67640797e+00,5.67914439e+00,NaN,NaN,3.05292057e+00,NaN,-3.15815408e+01,NaN,2.02060748e+00,1.99919916e+00,NaN,5.15020415e+00,5.10910289e+00,-5.71294356e+00,-5.65530933e+00,0.00000000e+00,0.00000000e+00,NaN,NaN,1.07207943e+00,NaN,NaN,NaN,NaN,-2.52127613e+00,3.59335556e+00,NaN,NaN,NaN,NaN,4.69672320e+02,-3.28104740e-01,4.69672320e+02,-3.28104740e-01
"2023Q4",NaN,NaN,1.66504920e+02,1.34659522e+02,NaN,NaN,NaN,1.12836265e+02,1.22115153e+02,3.95833333e+00,3.00000000e+00,1.37581720e+02,1.68123609e+02,1.50504252e-01,1.73159897e-01,2.79143428e+00,NaN,NaN,1.68536286e+02,1.35417205e+02,NaN,1.09357573e+02,1.45654169e+02,1.69271399e+02,NaN,4.90836042e+02,4.90274953e+02,5.12715108e+02,5.11502486e+02,NaN,NaN,4.80496447e+02,NaN,1.02655554e+02,NaN,4.69462300e+02,4.72593779e+02,NaN,5.13150334e+02,5.12469948e+02,4.98123511e+02,4.92421806e+02,-1.75353985e+02,-1.89376394e+02,NaN,NaN,5.48238779e+00,3.97791556e+00,4.35474646e+00,-5.60612123e-01,NaN,NaN,3.26331466e+00,NaN,-3.12812307e+01,NaN,4.72341687e-01,1.39708046e+01,NaN,-5.27373164e+00,5.32992062e+00,1.40628269e+01,4.27811560e+00,0.00000000e+00,0.00000000e+00,NaN,NaN,5.97140299e+00,5.95356087e+00,3.71770707e+00,3.74975518e+00,NaN,NaN,2.66419312e+00,NaN,-2.98332620e+01,NaN,2.21036722e+00,2.12973494e+00,NaN,5.62645293e+00,5.43384800e+00,2.63097419e+00,1.93379414e+00,0.00000000e+00,0.00000000e+00,NaN,NaN,1.29414022e+00,NaN,NaN,NaN,NaN,-2.43131557e+00,3.72545579e+00,NaN,NaN,NaN,NaN,4.70403284e+02,-9.40983804e-01,4.70403284e+02,-9.40983804e-01
